nome_arquivo,setor_subpasta,coluna_camara,nivel_camara,posicao_rack,localizacao_formatada,codigo_produto,descricao_produto,categoria,quantidade_estoque,validade,status_observacao
Screenshot_20260825_095739_Calculator.jpg,Coluna 13 piso\Frente piso,13,Piso,Direita,congelado:C13-N1-D:misto,11778,FILE PEITO FGO CG CUB MAURICEA 400G TEMP 4 78 683 QJO 0 HWJIC4' DE PATÊ REAPERADP OHGELADP,aves,34.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_095821_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso\Frente piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,97635,683,aves,404.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100006_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso\Frente piso,13,Piso,Direita,congelado:C13-N1-D:misto,9938,LING FGO GRILL CONG NATTO 600G BACON NATTO,aves,132.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100047_Calculator.jpg,Coluna 13 piso\Frente piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,20746,683,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100201_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso\Frente piso,13,Piso,Direita,congelado:C13-N1-D:misto,102297,683,aves,273.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100257_Calculator.jpg,Coluna 13 piso\Frente piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,37458,BARRIGA SUINA CG TEMP SAUDALI KG,suino,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100322_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso\Frente piso,13,Piso,Direita,congelado:C13-N1-D:misto,19320,COSTELINHA SUI TEMP CONG SAUDALI KG,suino,771.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100445_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso\Frente piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,52622,PEITO DE FGO FGO FORMOSO BJ IKG,aves,123.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100523_Calculator.jpg,Coluna 13 piso\Frente piso,13,Piso,Direita,congelado:C13-N1-D:misto,52626,FILEZINHO SASSAM FRANGO FORMOSO 1 KG,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100535_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso\Frente piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,52601,FILE DE PEITO CONG FGO FORMOSO 1 KG,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_100627_Calculator.jpg,Coluna 13 piso\Frente piso,13,Piso,Direita,congelado:C13-N1-D:misto,19320,COSTELINHA SUI TEMP CONG SAUDALI KG,suino,683.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_085742_Calculator.jpg,Coluna 13 piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,39262,CUPIM CG MASTER GRILL KG,bovino,54.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_090255_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso,13,Piso,Direita,congelado:C13-N1-D:misto,22390,ARANHA BOV CG PCT KG,bovino,46.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_090316_Calculator.jpg,Coluna 13 piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,24576,89 682,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_090615_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso,13,Piso,Direita,congelado:C13-N1-D:misto,19838,BANANINHA BOV CG PC KG,bovino,146.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_090748_Calculator.jpg,Coluna 13 piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,49222,CAPA FILE CG KG,aves,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_091042_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso,13,Piso,Direita,congelado:C13-N1-D:misto,20803,88 682,aves,131.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_091235_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,23520,87 682,aves,78.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_091634_Calculator.jpg,Coluna 13 piso,13,Piso,Direita,congelado:C13-N1-D:misto,19708,CORACAO BOV CG FRIBOI KG,bovino,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_092113_Dext Mobile SM Novo Atacarejo.jpg,Coluna 13 piso,13,Piso,Esquerda,congelado:C13-N1-E:misto,1473,CARNE MOIDA BOV FORTBOI CG 500G 2805,bovino,360.0,00/00/00,Pendente de atualização de data
20260822_084725.jpg,Coluna 14 piso\Coluna 14 aéreo,14,Aéreo,Direita,congelado:C14-N2-D:misto,PEND-274,20260822_084725.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_084728.jpg,Coluna 14 piso\Coluna 14 aéreo,14,Aéreo,Esquerda,congelado:C14-N2-E:misto,PEND-275,20260822_084728.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_084731.jpg,Coluna 14 piso\Coluna 14 aéreo,14,Aéreo,Direita,congelado:C14-N2-D:misto,PEND-276,20260822_084731.JPG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_085323_Dext Mobile SM Novo Atacarejo.jpg,Coluna 14 piso\Coluna 14 aéreo,14,Aéreo,Esquerda,congelado:C14-N2-E:misto,23645,COXA SOB FGO CONG AURORA FW PACK KG,aves,969.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_085508_Dext Mobile SM Novo Atacarejo.jpg,Coluna 14 piso\Coluna 14 aéreo,14,Aéreo,Direita,congelado:C14-N2-D:misto,89964,COXA C SOB DORSAL CONG GUIBON KG,aves,540.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_085618_Dext Mobile SM Novo Atacarejo.jpg,Coluna 14 piso\Coluna 14 aéreo,14,Aéreo,Esquerda,congelado:C14-N2-E:misto,19299,"LING SUINA CG SAUDALI 2,5KG ( FAUAALI )",suino,5.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_082913_Dext Mobile SM Novo Atacarejo.jpg,Coluna 14 piso,14,Piso,Direita,congelado:C14-N1-D:misto,20801,BACO PASSARINHA BOV CG KG,bovino,46.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_083425_Dext Mobile SM Novo Atacarejo.jpg,Coluna 14 piso,14,Piso,Esquerda,congelado:C14-N1-E:misto,28266,CARCACA SUINA PC KG PRODUTO SEM IMAGEM,suino,770.0,00/00/00,Pendente de atualização de data
20260822_162732.jpg,Coluna 2 piso\Coluna 2 aéreo,2,Aéreo,Direita,congelado:C2-N2-D:misto,1941,MAURICEA KG 1941 CÓDIGO DO CONSINCO - --—ÓL'J08/27!19874 P-: CES.:.F CERADO ENV,aves,0.0,00/00/00,Pendente de atualização de data
20260822_162919.jpg,Coluna 2 piso\Coluna 2 aéreo,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,1064,"ARRE SUINO CG INT WAOGOR03B2303 1064-25 CÓDIGO DO CONSINCO 27/07/27 20916 '6408,76 1400 PORJOSE GILBERTO OUVEIRA DA VA",suino,0.0,00/00/00,Pendente de atualização de data
20260822_162941.jpg,Coluna 2 piso\Coluna 2 aéreo,2,Aéreo,Direita,congelado:C2-N2-D:misto,22699,20260822_162941.JPG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_074448_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,22699,CÓDIGO,aves,180.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_074520_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Direita,congelado:C2-N2-D:misto,20255,FIGADO FGO CG MAURICEA BDL KG MIÚDOS CONGELADOS DE NGO IGG40,aves,120.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_074551_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,20747,FILE PEITO FGO CG SEARA BDL KG,aves,96.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_074626_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Direita,congelado:C2-N2-D:misto,22703,PEITO FGO CG NATTO BDL KG NATTO PEITO CORTES CONGELADOS DE FRANGO,aves,48.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_074748_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,89964,COXA C SOB DORSAL CONG GUIBON KG,aves,108.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_075229_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Direita,congelado:C2-N2-D:misto,20756,COXIN ASA FGO LQF SEARA PCTL KG,aves,180.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_080543_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,20724,SOBCOX FGO CG ASSA F SEARA 800G,aves,210.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_080611_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Direita,congelado:C2-N2-D:misto,20756,COXIN ASA FGO LQF SEARA PCTL KG,aves,180.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_080713_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,37997,FILE COXA SOB CG SEARA LIM ERV 800G,aves,48.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_080817_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso\Coluna 2 aéreo\Coluna 2 piso,2,Aéreo,Direita,congelado:C2-N2-D:misto,37995,SOBRECOXA FGO CG DES SEARA CHIM800G,aves,48.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_162629_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,52624,COXA C SOBRECOXA FGO FORMOSO BJ 1 KG,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_162717_Calculator.jpg,Coluna 2 piso\Coluna 2 aéreo,2,Aéreo,Direita,congelado:C2-N2-D:misto,31841,FILEZINHO SASSAMI NATTO CONG BD IKG NAT. FILEZINHO DE PEITO (SASSAMI) FRESCO CORTES,aves,360.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_162826_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso\Coluna 2 aéreo,2,Aéreo,Esquerda,congelado:C2-N2-E:misto,20749,FILEZINHO FGO LQF CONG SEARA PCTL KG,aves,444.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_082521_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,25728,683 DETALHE PRODUTO LING SUINA CG AURORA CHURRA PCT700G,suino,48.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_082553_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,19320,COSTELINHA SUI TEMP CONG SAUDALI KG,suino,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_082816_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,49275,PICANHA SUINA CG TEMP SUINCO PCT KG,suino,34.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_082937_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,98986,FILE PEITO FGO CANCAO BDJ 1 KG,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_083008_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,34235,SOBCOX DESOS FGO CG NATTO 600G CHIMICHURRI 87 683,aves,112.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_083219_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,52628,COXA C SOB FGO FORMOSO CONG KG G,aves,93.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_083306_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,20749,FILEZINHO FGO LQF CONG SEARA PCTL KG,aves,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_090557_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,20266,COXA C SOB FGO CG IND MAURICEA KG,aves,18.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_090636_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,36993,LOMBO SUI FAT CG SADIA 800G,suino,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_090756_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,37458,BARRIGA SUINA CG TEMP SAUDALI KG,suino,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_090834_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,20743,COXA FGO CG SEARA BDL KG,aves,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_091005_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,52627,PEITO DE FRANGO FORMOSO CONG IND KG,aves,34.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_091058_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,23645,COXA SOB FGO CONG AURORA FW PACK KG,aves,15.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_091206_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,20250,FILE PEITO FGO CG MAURICEA BDL KG 82 683 0 H4ARC.ÉA PEITO ARTES CONGELADOS DE FRANGO,aves,341.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_091548_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,22712,CARCACA FGO CG NATTO KG,aves,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_091823_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,97635,ASA FRANGO CONG GUIBON KG,aves,36.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_092116_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,53547,FRANGO CONG CAIPIRA NHO BENTO KG,aves,683.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_092212_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,20745,CARCACA FGO CG SEARA KG,aves,36.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_092344_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,52600,FRANGO INTEIRO CONG FORMOSO KG,aves,64.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_092544_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,21262,COXA FGO CG IND MAURICEA PCT KG,aves,16.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_092732_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,37459,COST GRILL SUINA CG TEMP SAUDALI KG,suino,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_092746_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,19310,COSTELINHA GRILL SAUDALI KG,suino,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094039_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,36993,LOMBO SUI FAT CG SADIA 800G,suino,50.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094101_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,37459,COST GRILL SUINA CG TEMP SAUDALI KG,suino,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094157_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,19310,COSTELINHA GRILL SAUDALI KG,suino,12.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094311_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,49277,79 683,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094351_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,49262,LING PERNIL CG SUINCO C PIMEN 600G,suino,20.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094458_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,49276,79 683,aves,976.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094534_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,49268,ALCATRA SUINA CG TEMP SUINCO PCT KG,suino,15.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094641_Calculator.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,20747,FILE PEITO FGO CG SEARA BDL KG,aves,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094731_Calculator.jpg,Coluna 2 piso,2,Piso,Direita,congelado:C2-N1-D:misto,20747,FILE PEITO FGO CG SEARA BDL KG,aves,24.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_094742_Dext Mobile SM Novo Atacarejo.jpg,Coluna 2 piso,2,Piso,Esquerda,congelado:C2-N1-E:misto,20090,COXA FGO CG MAURICEA BDL KG CO RTES Ú»NGELAD0S DE FRANGO ÃKG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_160557.jpg,Coluna 3 aéreo,3,Aéreo,Direita,congelado:C3-N2-D:misto,19637,20260822_160557.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_160624.jpg,Coluna 3 aéreo,3,Aéreo,Esquerda,congelado:C3-N2-E:misto,PEND-331,20260822_160624.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_160950.jpg,Coluna 3 aéreo,3,Aéreo,Direita,congelado:C3-N2-D:misto,PEND-332,20260822_160950.JPG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_160728_Dext Mobile SM Novo Atacarejo.jpg,Coluna 3 aéreo,3,Aéreo,Esquerda,congelado:C3-N2-E:misto,20743,COXA FGO CG SEARA BDL KG,aves,221.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_160835_Dext Mobile SM Novo Atacarejo.jpg,Coluna 3 aéreo,3,Aéreo,Direita,congelado:C3-N2-D:misto,19628,FILE PEITO FGO CG PERDIGAO 800G JÁ SOLTINHA PERDIGÃO,aves,310.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_160927_Calculator.jpg,Coluna 3 aéreo,3,Aéreo,Esquerda,congelado:C3-N2-E:misto,63298,COXA C SOB DORSAL CANCAO ENV KG,aves,225.0,00/00/00,Pendente de atualização de data
20260822_155739.jpg,Coluna 4\Coluna 4 aéreo,4,Aéreo,Direita,congelado:C4-N2-D:misto,PEND-336,20260822_155739.JPG,aves,72.0,00/00/00,Pendente de atualização de data
20260822_155748.jpg,Coluna 4\Coluna 4 aéreo,4,Aéreo,Esquerda,congelado:C4-N2-E:misto,PEND-337,20260822_155748.JPG,aves,720.0,00/00/00,Pendente de atualização de data
20260822_155754.jpg,Coluna 4\Coluna 4 aéreo,4,Aéreo,Direita,congelado:C4-N2-D:misto,PEND-338,20260822_155754.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_155800.jpg,Coluna 4\Coluna 4 aéreo,4,Aéreo,Esquerda,congelado:C4-N2-E:misto,PEND-339,FGO CG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_160051_Calculator.jpg,Coluna 4\Coluna 4 aéreo,4,Aéreo,Direita,congelado:C4-N2-D:misto,22703,PEITO FGO CG NATTO BDL KG NATTO PEITO CORTES CONGELADOS DE FRANGO,aves,240.0,00/00/00,Pendente de atualização de data
Screenshot_20260825_101045_Dext Mobile SM Novo Atacarejo.jpg,Coluna 4\Coluna 4 aéreo,4,Aéreo,Esquerda,congelado:C4-N2-E:misto,11736,PERTENC FGO CANJA CG MAURICEA KG,aves,384.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_171733_Calculator.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,22862,PEITO FGO CONG NATTO IND KG,aves,90.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_171850_Calculator.jpg,Coluna 4,4,Piso,Esquerda,congelado:C4-N1-E:misto,19629,FILEZINHO FGO CONG PERDIGAO PCT800G,aves,180.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_171925_Calculator.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,20723,FILE PEITO FGO C ASSA F SEARA 800G SEARA ASSA ÁCI( DE PEITO,aves,20.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_172003_Dext Mobile SM Novo Atacarejo.jpg,Coluna 4,4,Piso,Esquerda,congelado:C4-N1-E:misto,20727,FGO INT CONG ASSA F SEARA KG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_172023_Calculator.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,71904,COXA C SOB CONG GUIBON KG,aves,72.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_172118_Dext Mobile SM Novo Atacarejo.jpg,Coluna 4,4,Piso,Esquerda,congelado:C4-N1-E:misto,63298,COXA C SOB DORSAL CANCAO ENV KG,aves,54.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_172142_Calculator.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,47058,COXA FGO CG SEARA TEMP LQF 1 KG,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_172835_Calculator.jpg,Coluna 4,4,Piso,Esquerda,congelado:C4-N1-E:misto,31841,FILEZINHO SASSAMI NATTO CONG BD IKG NAT. FILEZINHO DE PEITO (SASSAMI) FRESCO CORTES,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_172855_Calculator.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,22706,COXA FGO CG NATTO BDL KG,aves,144.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_173032_Calculator.jpg,Coluna 4,4,Piso,Esquerda,congelado:C4-N1-E:misto,11736,18X1D PERTENC FGO CANJA CG MAURICEA KG,aves,288.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_173235_Calculator.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,22862,PEITO FGO CONG NATTO IND KG,aves,72.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_173324_Calculator.jpg,Coluna 4,4,Piso,Esquerda,congelado:C4-N1-E:misto,22709,FIGADO FGO CG NATTO BDL KG,aves,36.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_173619_Dext Mobile SM Novo Atacarejo.jpg,Coluna 4,4,Piso,Direita,congelado:C4-N1-D:misto,37016,PEITO FGO TEMP DESF CG SADIA 400G SDIA,aves,36.0,00/00/00,Pendente de atualização de data
20260822_154410.jpg,Coluna 5 aéreo,5,Aéreo,Esquerda,congelado:C5-N2-E:misto,20747,20260822_154410.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_154430.jpg,Coluna 5 aéreo,5,Aéreo,Direita,congelado:C5-N2-D:misto,PEND-356,20260822_154430.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_154438.jpg,Coluna 5 aéreo,5,Aéreo,Esquerda,congelado:C5-N2-E:misto,PEND-357,20260822_154438.JPG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_154559_Calculator.jpg,Coluna 5 aéreo,5,Aéreo,Direita,congelado:C5-N2-D:misto,31841,FILEZINHO SASSAMI NATTO CONG BD IKG NAT. FILEZINHO DE PEITO (SASSAMI) FRESCO CORTES,aves,420.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_154755_Dext Mobile SM Novo Atacarejo.jpg,Coluna 5 aéreo,5,Aéreo,Esquerda,congelado:C5-N2-E:misto,52628,COXA C SOB FGO FORMOSO CONG KG G,aves,495.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_154858_Dext Mobile SM Novo Atacarejo.jpg,Coluna 5 aéreo,5,Aéreo,Direita,congelado:C5-N2-D:misto,63298,COXA C SOB DORSAL CANCAO ENV KG,aves,225.0,00/00/00,Pendente de atualização de data
20260822_121247.jpg,Coluna 5 piso\Coluna 6 aéreo,6,Aéreo,Esquerda,congelado:C6-N2-E:misto,PEND-361,20260822_121247.JPG,aves,27.0,00/00/00,Pendente de atualização de data
20260822_121730.jpg,Coluna 5 piso\Coluna 6 aéreo,6,Aéreo,Direita,congelado:C6-N2-D:misto,PEND-362,20260822_121730.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_121736.jpg,Coluna 5 piso\Coluna 6 aéreo,6,Aéreo,Esquerda,congelado:C6-N2-E:misto,PEND-363,20260822_121736.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_121739.jpg,Coluna 5 piso\Coluna 6 aéreo,6,Aéreo,Direita,congelado:C6-N2-D:misto,PEND-364,20260822_121739.JPG,aves,0.0,00/00/00,Pendente de atualização de data
20260822_123427.jpg,Coluna 5 piso\Coluna 6 aéreo,6,Aéreo,Esquerda,congelado:C6-N2-E:misto,PEND-365,20260822_123427.JPG,aves,0.0,00/00/00,Pendente de atualização de data
Screenshot_20260822_122110_Calculator.jpg,Coluna 5 piso\Coluna 6 aéreo,6,Aéreo,Direita,congelado:C6-N2-D:misto,53547,FRANGO CONG CAIPIRA NHO BENTO KG,aves,432.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_164413_Calculator.jpg,Coluna 5 piso,5,Piso,Esquerda,congelado:C5-N1-E:misto,52627,PEITO DE FRANGO FORMOSO CONG IND KG,aves,682.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_164622_Calculator.jpg,Coluna 5 piso,5,Piso,Direita,congelado:C5-N1-D:misto,22712,CARCACA FGO CG NATTO KG,aves,34.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_164716_Dext Mobile SM Novo Atacarejo.jpg,Coluna 5 piso,5,Piso,Esquerda,congelado:C5-N1-E:misto,99747,LING SUINA SEARA CG 600G CHIMICHURRI,suino,34.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_164745_Dext Mobile SM Novo Atacarejo.jpg,Coluna 5 piso,5,Piso,Direita,congelado:C5-N1-D:misto,97641,CORACAO FRANGO CONG GUIBON SC 1 KG,aves,1.0,00/00/00,Pendente de atualização de data
Screenshot_20260824_165558_Dext Mobile SM Novo Atacarejo.jpg,Coluna 5 piso,5,Piso,Esquerda,congelado:C5-N1-E:misto,19654,COXA FGO CG ASSA F SADIA 800G,aves,48.0,00/00/00,Pendente de atualização de data
